Stand,State,Slope,AYD,Treatment Area,Elev,Harvesting System
2454,CA,25,1100,80,0,Ground-Based Mech WT
2455,CA,25,1100,90,0,Ground-Based Mech WT
2456,CA,25,1100,100,0,Ground-Based Mech WT
2457,CA,25,1100,110,0,Ground-Based Mech WT
2458,CA,25,1100,120,0,Ground-Based Mech WT
2459,CA,25,1100,130,0,Ground-Based Mech WT
2460,CA,25,1100,140,0,Ground-Based Mech WT
2461,CA,25,1100,150,0,Ground-Based Mech WT
2462,CA,25,1100,160,0,Ground-Based Mech WT
2463,CA,25,1100,170,0,Ground-Based Mech WT
2464,CA,25,1100,180,0,Ground-Based Mech WT
2465,CA,25,1100,190,0,Ground-Based Mech WT
2466,CA,25,1200,20,0,Ground-Based Mech WT
2467,CA,25,1200,30,0,Ground-Based Mech WT
2468,CA,25,1200,40,0,Ground-Based Mech WT
2469,CA,25,1200,50,0,Ground-Based Mech WT
2470,CA,25,1200,60,0,Ground-Based Mech WT
2471,CA,25,1200,70,0,Ground-Based Mech WT
2472,CA,25,1200,80,0,Ground-Based Mech WT
2473,CA,25,1200,90,0,Ground-Based Mech WT
2474,CA,25,1200,100,0,Ground-Based Mech WT
2475,CA,25,1200,110,0,Ground-Based Mech WT
2476,CA,25,1200,120,0,Ground-Based Mech WT
2477,CA,25,1200,130,0,Ground-Based Mech WT
2478,CA,25,1200,140,0,Ground-Based Mech WT
2479,CA,25,1200,150,0,Ground-Based Mech WT
2480,CA,25,1200,160,0,Ground-Based Mech WT
2481,CA,25,1200,170,0,Ground-Based Mech WT
2482,CA,25,1200,180,0,Ground-Based Mech WT
2483,CA,25,1200,190,0,Ground-Based Mech WT
2484,CA,25,1300,20,0,Ground-Based Mech WT
2485,CA,25,1300,30,0,Ground-Based Mech WT
2486,CA,25,1300,40,0,Ground-Based Mech WT
2487,CA,25,1300,50,0,Ground-Based Mech WT
2488,CA,25,1300,60,0,Ground-Based Mech WT
2489,CA,25,1300,70,0,Ground-Based Mech WT
2490,CA,25,1300,80,0,Ground-Based Mech WT
2491,CA,25,1300,90,0,Ground-Based Mech WT
2492,CA,25,1300,100,0,Ground-Based Mech WT
2493,CA,25,1300,110,0,Ground-Based Mech WT
2494,CA,25,1300,120,0,Ground-Based Mech WT
2495,CA,25,1300,130,0,Ground-Based Mech WT
2496,CA,25,1300,140,0,Ground-Based Mech WT
2497,CA,25,1300,150,0,Ground-Based Mech WT
2498,CA,25,1300,160,0,Ground-Based Mech WT
2499,CA,25,1300,170,0,Ground-Based Mech WT
2500,CA,25,1300,180,0,Ground-Based Mech WT
2501,CA,25,1300,190,0,Ground-Based Mech WT
2502,CA,25,1400,20,0,Ground-Based Mech WT
2503,CA,25,1400,30,0,Ground-Based Mech WT
2504,CA,25,1400,40,0,Ground-Based Mech WT
2505,CA,25,1400,50,0,Ground-Based Mech WT
2506,CA,25,1400,60,0,Ground-Based Mech WT
2507,CA,25,1400,70,0,Ground-Based Mech WT
2508,CA,25,1400,80,0,Ground-Based Mech WT
2509,CA,25,1400,90,0,Ground-Based Mech WT
2510,CA,25,1400,100,0,Ground-Based Mech WT
2511,CA,25,1400,110,0,Ground-Based Mech WT
2512,CA,25,1400,120,0,Ground-Based Mech WT
2513,CA,25,1400,130,0,Ground-Based Mech WT
2514,CA,25,1400,140,0,Ground-Based Mech WT
2515,CA,25,1400,150,0,Ground-Based Mech WT
2516,CA,25,1400,160,0,Ground-Based Mech WT
2517,CA,25,1400,170,0,Ground-Based Mech WT
2518,CA,25,1400,180,0,Ground-Based Mech WT
2519,CA,25,1400,190,0,Ground-Based Mech WT
2520,CA,25,1500,20,0,Ground-Based Mech WT
2521,CA,25,1500,30,0,Ground-Based Mech WT
2522,CA,25,1500,40,0,Ground-Based Mech WT
2523,CA,25,1500,50,0,Ground-Based Mech WT
2524,CA,25,1500,60,0,Ground-Based Mech WT
2525,CA,25,1500,70,0,Ground-Based Mech WT
2526,CA,25,1500,80,0,Ground-Based Mech WT
2527,CA,25,1500,90,0,Ground-Based Mech WT
2528,CA,25,1500,100,0,Ground-Based Mech WT
2529,CA,25,1500,110,0,Ground-Based Mech WT
2530,CA,25,1500,120,0,Ground-Based Mech WT
2531,CA,25,1500,130,0,Ground-Based Mech WT
2532,CA,25,1500,140,0,Ground-Based Mech WT
2533,CA,25,1500,150,0,Ground-Based Mech WT
2534,CA,25,1500,160,0,Ground-Based Mech WT
2535,CA,25,1500,170,0,Ground-Based Mech WT
2536,CA,25,1500,180,0,Ground-Based Mech WT
2537,CA,25,1500,190,0,Ground-Based Mech WT
2538,CA,25,1600,20,0,Ground-Based Mech WT
2539,CA,25,1600,30,0,Ground-Based Mech WT
2540,CA,25,1600,40,0,Ground-Based Mech WT
2541,CA,25,1600,50,0,Ground-Based Mech WT
2542,CA,25,1600,60,0,Ground-Based Mech WT
2543,CA,25,1600,70,0,Ground-Based Mech WT
2544,CA,25,1600,80,0,Ground-Based Mech WT
2545,CA,25,1600,90,0,Ground-Based Mech WT
2546,CA,25,1600,100,0,Ground-Based Mech WT
2547,CA,25,1600,110,0,Ground-Based Mech WT
2548,CA,25,1600,120,0,Ground-Based Mech WT
2549,CA,25,1600,130,0,Ground-Based Mech WT
2550,CA,25,1600,140,0,Ground-Based Mech WT
2551,CA,25,1600,150,0,Ground-Based Mech WT
2552,CA,25,1600,160,0,Ground-Based Mech WT
2553,CA,25,1600,170,0,Ground-Based Mech WT
2554,CA,25,1600,180,0,Ground-Based Mech WT
2555,CA,25,1600,190,0,Ground-Based Mech WT
2556,CA,25,1700,20,0,Ground-Based Mech WT
2557,CA,25,1700,30,0,Ground-Based Mech WT
2558,CA,25,1700,40,0,Ground-Based Mech WT
2559,CA,25,1700,50,0,Ground-Based Mech WT
2560,CA,25,1700,60,0,Ground-Based Mech WT
2561,CA,25,1700,70,0,Ground-Based Mech WT
2562,CA,25,1700,80,0,Ground-Based Mech WT
2563,CA,25,1700,90,0,Ground-Based Mech WT
2564,CA,25,1700,100,0,Ground-Based Mech WT
2565,CA,25,1700,110,0,Ground-Based Mech WT
2566,CA,25,1700,120,0,Ground-Based Mech WT
2567,CA,25,1700,130,0,Ground-Based Mech WT
2568,CA,25,1700,140,0,Ground-Based Mech WT
2569,CA,25,1700,150,0,Ground-Based Mech WT
2570,CA,25,1700,160,0,Ground-Based Mech WT
2571,CA,25,1700,170,0,Ground-Based Mech WT
2572,CA,25,1700,180,0,Ground-Based Mech WT
2573,CA,25,1700,190,0,Ground-Based Mech WT
2574,CA,25,1800,20,0,Ground-Based Mech WT
2575,CA,25,1800,30,0,Ground-Based Mech WT
2576,CA,25,1800,40,0,Ground-Based Mech WT
2577,CA,25,1800,50,0,Ground-Based Mech WT
2578,CA,25,1800,60,0,Ground-Based Mech WT
2579,CA,25,1800,70,0,Ground-Based Mech WT
2580,CA,25,1800,80,0,Ground-Based Mech WT
2581,CA,25,1800,90,0,Ground-Based Mech WT
2582,CA,25,1800,100,0,Ground-Based Mech WT
2583,CA,25,1800,110,0,Ground-Based Mech WT
2584,CA,25,1800,120,0,Ground-Based Mech WT
2585,CA,25,1800,130,0,Ground-Based Mech WT
2586,CA,25,1800,140,0,Ground-Based Mech WT
2587,CA,25,1800,150,0,Ground-Based Mech WT
2588,CA,25,1800,160,0,Ground-Based Mech WT
2589,CA,25,1800,170,0,Ground-Based Mech WT
2590,CA,25,1800,180,0,Ground-Based Mech WT
2591,CA,25,1800,190,0,Ground-Based Mech WT
2592,CA,25,1900,20,0,Ground-Based Mech WT
2593,CA,25,1900,30,0,Ground-Based Mech WT
2594,CA,25,1900,40,0,Ground-Based Mech WT
2595,CA,25,1900,50,0,Ground-Based Mech WT
2596,CA,25,1900,60,0,Ground-Based Mech WT
2597,CA,25,1900,70,0,Ground-Based Mech WT
2598,CA,25,1900,80,0,Ground-Based Mech WT
2599,CA,25,1900,90,0,Ground-Based Mech WT
2600,CA,25,1900,100,0,Ground-Based Mech WT
2601,CA,25,1900,110,0,Ground-Based Mech WT
2602,CA,25,1900,120,0,Ground-Based Mech WT
2603,CA,25,1900,130,0,Ground-Based Mech WT
2604,CA,25,1900,140,0,Ground-Based Mech WT
2605,CA,25,1900,150,0,Ground-Based Mech WT
2606,CA,25,1900,160,0,Ground-Based Mech WT
2607,CA,25,1900,170,0,Ground-Based Mech WT
2608,CA,25,1900,180,0,Ground-Based Mech WT
2609,CA,25,1900,190,0,Ground-Based Mech WT
2610,CA,25,2000,20,0,Ground-Based Mech WT
2611,CA,25,2000,30,0,Ground-Based Mech WT
2612,CA,25,2000,40,0,Ground-Based Mech WT
2613,CA,25,2000,50,0,Ground-Based Mech WT
2614,CA,25,2000,60,0,Ground-Based Mech WT
2615,CA,25,2000,70,0,Ground-Based Mech WT
2616,CA,25,2000,80,0,Ground-Based Mech WT
2617,CA,25,2000,90,0,Ground-Based Mech WT
2618,CA,25,2000,100,0,Ground-Based Mech WT
2619,CA,25,2000,110,0,Ground-Based Mech WT
2620,CA,25,2000,120,0,Ground-Based Mech WT
2621,CA,25,2000,130,0,Ground-Based Mech WT
2622,CA,25,2000,140,0,Ground-Based Mech WT
2623,CA,25,2000,150,0,Ground-Based Mech WT
2624,CA,25,2000,160,0,Ground-Based Mech WT
2625,CA,25,2000,170,0,Ground-Based Mech WT
2626,CA,25,2000,180,0,Ground-Based Mech WT
2627,CA,25,2000,190,0,Ground-Based Mech WT
2628,CA,25,2100,20,0,Ground-Based Mech WT
2629,CA,25,2100,30,0,Ground-Based Mech WT
2630,CA,25,2100,40,0,Ground-Based Mech WT
2631,CA,25,2100,50,0,Ground-Based Mech WT
2632,CA,25,2100,60,0,Ground-Based Mech WT
2633,CA,25,2100,70,0,Ground-Based Mech WT
2634,CA,25,2100,80,0,Ground-Based Mech WT
2635,CA,25,2100,90,0,Ground-Based Mech WT
2636,CA,25,2100,100,0,Ground-Based Mech WT
2637,CA,25,2100,110,0,Ground-Based Mech WT
2638,CA,25,2100,120,0,Ground-Based Mech WT
2639,CA,25,2100,130,0,Ground-Based Mech WT
2640,CA,25,2100,140,0,Ground-Based Mech WT
2641,CA,25,2100,150,0,Ground-Based Mech WT
2642,CA,25,2100,160,0,Ground-Based Mech WT
2643,CA,25,2100,170,0,Ground-Based Mech WT
2644,CA,25,2100,180,0,Ground-Based Mech WT
2645,CA,25,2100,190,0,Ground-Based Mech WT
2646,CA,25,2200,20,0,Ground-Based Mech WT
2647,CA,25,2200,30,0,Ground-Based Mech WT
2648,CA,25,2200,40,0,Ground-Based Mech WT
2649,CA,25,2200,50,0,Ground-Based Mech WT
2650,CA,25,2200,60,0,Ground-Based Mech WT
2651,CA,25,2200,70,0,Ground-Based Mech WT
2652,CA,25,2200,80,0,Ground-Based Mech WT
2653,CA,25,2200,90,0,Ground-Based Mech WT
2654,CA,25,2200,100,0,Ground-Based Mech WT
2655,CA,25,2200,110,0,Ground-Based Mech WT
2656,CA,25,2200,120,0,Ground-Based Mech WT
2657,CA,25,2200,130,0,Ground-Based Mech WT
2658,CA,25,2200,140,0,Ground-Based Mech WT
2659,CA,25,2200,150,0,Ground-Based Mech WT
2660,CA,25,2200,160,0,Ground-Based Mech WT
2661,CA,25,2200,170,0,Ground-Based Mech WT
2662,CA,25,2200,180,0,Ground-Based Mech WT
2663,CA,25,2200,190,0,Ground-Based Mech WT
2664,CA,25,2300,20,0,Ground-Based Mech WT
2665,CA,25,2300,30,0,Ground-Based Mech WT
2666,CA,25,2300,40,0,Ground-Based Mech WT
2667,CA,25,2300,50,0,Ground-Based Mech WT
2668,CA,25,2300,60,0,Ground-Based Mech WT
2669,CA,25,2300,70,0,Ground-Based Mech WT
2670,CA,25,2300,80,0,Ground-Based Mech WT
2671,CA,25,2300,90,0,Ground-Based Mech WT
2672,CA,25,2300,100,0,Ground-Based Mech WT
2673,CA,25,2300,110,0,Ground-Based Mech WT
2674,CA,25,2300,120,0,Ground-Based Mech WT
2675,CA,25,2300,130,0,Ground-Based Mech WT
2676,CA,25,2300,140,0,Ground-Based Mech WT
2677,CA,25,2300,150,0,Ground-Based Mech WT
2678,CA,25,2300,160,0,Ground-Based Mech WT
2679,CA,25,2300,170,0,Ground-Based Mech WT
2680,CA,25,2300,180,0,Ground-Based Mech WT
2681,CA,25,2300,190,0,Ground-Based Mech WT
2682,CA,25,2400,20,0,Ground-Based Mech WT
2683,CA,25,2400,30,0,Ground-Based Mech WT
2684,CA,25,2400,40,0,Ground-Based Mech WT
2685,CA,25,2400,50,0,Ground-Based Mech WT
2686,CA,25,2400,60,0,Ground-Based Mech WT
2687,CA,25,2400,70,0,Ground-Based Mech WT
2688,CA,25,2400,80,0,Ground-Based Mech WT
2689,CA,25,2400,90,0,Ground-Based Mech WT
2690,CA,25,2400,100,0,Ground-Based Mech WT
2691,CA,25,2400,110,0,Ground-Based Mech WT
2692,CA,25,2400,120,0,Ground-Based Mech WT
2693,CA,25,2400,130,0,Ground-Based Mech WT
2694,CA,25,2400,140,0,Ground-Based Mech WT
2695,CA,25,2400,150,0,Ground-Based Mech WT
2696,CA,25,2400,160,0,Ground-Based Mech WT
2697,CA,25,2400,170,0,Ground-Based Mech WT
2698,CA,25,2400,180,0,Ground-Based Mech WT
2699,CA,25,2400,190,0,Ground-Based Mech WT
2700,CA,30,0,20,0,Ground-Based Mech WT
2701,CA,30,0,30,0,Ground-Based Mech WT
2702,CA,30,0,40,0,Ground-Based Mech WT
2703,CA,30,0,50,0,Ground-Based Mech WT
2704,CA,30,0,60,0,Ground-Based Mech WT
2705,CA,30,0,70,0,Ground-Based Mech WT
2706,CA,30,0,80,0,Ground-Based Mech WT
2707,CA,30,0,90,0,Ground-Based Mech WT
2708,CA,30,0,100,0,Ground-Based Mech WT
2709,CA,30,0,110,0,Ground-Based Mech WT
2710,CA,30,0,120,0,Ground-Based Mech WT
2711,CA,30,0,130,0,Ground-Based Mech WT
2712,CA,30,0,140,0,Ground-Based Mech WT
2713,CA,30,0,150,0,Ground-Based Mech WT
2714,CA,30,0,160,0,Ground-Based Mech WT
2715,CA,30,0,170,0,Ground-Based Mech WT
2716,CA,30,0,180,0,Ground-Based Mech WT
2717,CA,30,0,190,0,Ground-Based Mech WT
2718,CA,30,100,20,0,Ground-Based Mech WT
2719,CA,30,100,30,0,Ground-Based Mech WT
2720,CA,30,100,40,0,Ground-Based Mech WT
2721,CA,30,100,50,0,Ground-Based Mech WT
2722,CA,30,100,60,0,Ground-Based Mech WT
2723,CA,30,100,70,0,Ground-Based Mech WT
2724,CA,30,100,80,0,Ground-Based Mech WT
2725,CA,30,100,90,0,Ground-Based Mech WT
2726,CA,30,100,100,0,Ground-Based Mech WT
2727,CA,30,100,110,0,Ground-Based Mech WT
2728,CA,30,100,120,0,Ground-Based Mech WT
2729,CA,30,100,130,0,Ground-Based Mech WT
2730,CA,30,100,140,0,Ground-Based Mech WT
2731,CA,30,100,150,0,Ground-Based Mech WT
2732,CA,30,100,160,0,Ground-Based Mech WT
2733,CA,30,100,170,0,Ground-Based Mech WT
2734,CA,30,100,180,0,Ground-Based Mech WT
2735,CA,30,100,190,0,Ground-Based Mech WT
2736,CA,30,200,20,0,Ground-Based Mech WT
2737,CA,30,200,30,0,Ground-Based Mech WT
2738,CA,30,200,40,0,Ground-Based Mech WT
2739,CA,30,200,50,0,Ground-Based Mech WT
2740,CA,30,200,60,0,Ground-Based Mech WT
2741,CA,30,200,70,0,Ground-Based Mech WT
2742,CA,30,200,80,0,Ground-Based Mech WT
2743,CA,30,200,90,0,Ground-Based Mech WT
2744,CA,30,200,100,0,Ground-Based Mech WT
2745,CA,30,200,110,0,Ground-Based Mech WT
2746,CA,30,200,120,0,Ground-Based Mech WT
2747,CA,30,200,130,0,Ground-Based Mech WT
2748,CA,30,200,140,0,Ground-Based Mech WT
2749,CA,30,200,150,0,Ground-Based Mech WT
2750,CA,30,200,160,0,Ground-Based Mech WT
2751,CA,30,200,170,0,Ground-Based Mech WT
2752,CA,30,200,180,0,Ground-Based Mech WT
2753,CA,30,200,190,0,Ground-Based Mech WT
2754,CA,30,300,20,0,Ground-Based Mech WT
2755,CA,30,300,30,0,Ground-Based Mech WT
2756,CA,30,300,40,0,Ground-Based Mech WT
2757,CA,30,300,50,0,Ground-Based Mech WT
2758,CA,30,300,60,0,Ground-Based Mech WT
2759,CA,30,300,70,0,Ground-Based Mech WT
2760,CA,30,300,80,0,Ground-Based Mech WT
2761,CA,30,300,90,0,Ground-Based Mech WT
2762,CA,30,300,100,0,Ground-Based Mech WT
2763,CA,30,300,110,0,Ground-Based Mech WT
2764,CA,30,300,120,0,Ground-Based Mech WT
2765,CA,30,300,130,0,Ground-Based Mech WT
2766,CA,30,300,140,0,Ground-Based Mech WT
2767,CA,30,300,150,0,Ground-Based Mech WT
2768,CA,30,300,160,0,Ground-Based Mech WT
2769,CA,30,300,170,0,Ground-Based Mech WT
2770,CA,30,300,180,0,Ground-Based Mech WT
2771,CA,30,300,190,0,Ground-Based Mech WT
2772,CA,30,400,20,0,Ground-Based Mech WT
2773,CA,30,400,30,0,Ground-Based Mech WT
2774,CA,30,400,40,0,Ground-Based Mech WT
2775,CA,30,400,50,0,Ground-Based Mech WT
2776,CA,30,400,60,0,Ground-Based Mech WT
2777,CA,30,400,70,0,Ground-Based Mech WT
2778,CA,30,400,80,0,Ground-Based Mech WT
2779,CA,30,400,90,0,Ground-Based Mech WT
2780,CA,30,400,100,0,Ground-Based Mech WT
2781,CA,30,400,110,0,Ground-Based Mech WT
2782,CA,30,400,120,0,Ground-Based Mech WT
2783,CA,30,400,130,0,Ground-Based Mech WT
2784,CA,30,400,140,0,Ground-Based Mech WT
2785,CA,30,400,150,0,Ground-Based Mech WT
2786,CA,30,400,160,0,Ground-Based Mech WT
2787,CA,30,400,170,0,Ground-Based Mech WT
2788,CA,30,400,180,0,Ground-Based Mech WT
2789,CA,30,400,190,0,Ground-Based Mech WT
2790,CA,30,500,20,0,Ground-Based Mech WT
2791,CA,30,500,30,0,Ground-Based Mech WT
2792,CA,30,500,40,0,Ground-Based Mech WT
2793,CA,30,500,50,0,Ground-Based Mech WT
2794,CA,30,500,60,0,Ground-Based Mech WT
2795,CA,30,500,70,0,Ground-Based Mech WT
2796,CA,30,500,80,0,Ground-Based Mech WT
2797,CA,30,500,90,0,Ground-Based Mech WT
2798,CA,30,500,100,0,Ground-Based Mech WT
2799,CA,30,500,110,0,Ground-Based Mech WT
2800,CA,30,500,120,0,Ground-Based Mech WT
2801,CA,30,500,130,0,Ground-Based Mech WT
2802,CA,30,500,140,0,Ground-Based Mech WT
2803,CA,30,500,150,0,Ground-Based Mech WT
2804,CA,30,500,160,0,Ground-Based Mech WT
2805,CA,30,500,170,0,Ground-Based Mech WT
2806,CA,30,500,180,0,Ground-Based Mech WT
2807,CA,30,500,190,0,Ground-Based Mech WT
2808,CA,30,600,20,0,Ground-Based Mech WT
2809,CA,30,600,30,0,Ground-Based Mech WT
2810,CA,30,600,40,0,Ground-Based Mech WT
2811,CA,30,600,50,0,Ground-Based Mech WT
2812,CA,30,600,60,0,Ground-Based Mech WT
2813,CA,30,600,70,0,Ground-Based Mech WT
2814,CA,30,600,80,0,Ground-Based Mech WT
2815,CA,30,600,90,0,Ground-Based Mech WT
2816,CA,30,600,100,0,Ground-Based Mech WT
2817,CA,30,600,110,0,Ground-Based Mech WT
2818,CA,30,600,120,0,Ground-Based Mech WT
2819,CA,30,600,130,0,Ground-Based Mech WT
2820,CA,30,600,140,0,Ground-Based Mech WT
2821,CA,30,600,150,0,Ground-Based Mech WT
2822,CA,30,600,160,0,Ground-Based Mech WT
2823,CA,30,600,170,0,Ground-Based Mech WT
2824,CA,30,600,180,0,Ground-Based Mech WT
2825,CA,30,600,190,0,Ground-Based Mech WT
2826,CA,30,700,20,0,Ground-Based Mech WT
2827,CA,30,700,30,0,Ground-Based Mech WT
2828,CA,30,700,40,0,Ground-Based Mech WT
2829,CA,30,700,50,0,Ground-Based Mech WT
2830,CA,30,700,60,0,Ground-Based Mech WT
2831,CA,30,700,70,0,Ground-Based Mech WT
2832,CA,30,700,80,0,Ground-Based Mech WT
2833,CA,30,700,90,0,Ground-Based Mech WT
2834,CA,30,700,100,0,Ground-Based Mech WT
2835,CA,30,700,110,0,Ground-Based Mech WT
2836,CA,30,700,120,0,Ground-Based Mech WT
2837,CA,30,700,130,0,Ground-Based Mech WT
2838,CA,30,700,140,0,Ground-Based Mech WT
2839,CA,30,700,150,0,Ground-Based Mech WT
2840,CA,30,700,160,0,Ground-Based Mech WT
2841,CA,30,700,170,0,Ground-Based Mech WT
2842,CA,30,700,180,0,Ground-Based Mech WT
2843,CA,30,700,190,0,Ground-Based Mech WT
2844,CA,30,800,20,0,Ground-Based Mech WT
2845,CA,30,800,30,0,Ground-Based Mech WT
2846,CA,30,800,40,0,Ground-Based Mech WT
2847,CA,30,800,50,0,Ground-Based Mech WT
2848,CA,30,800,60,0,Ground-Based Mech WT
2849,CA,30,800,70,0,Ground-Based Mech WT
2850,CA,30,800,80,0,Ground-Based Mech WT
2851,CA,30,800,90,0,Ground-Based Mech WT
2852,CA,30,800,100,0,Ground-Based Mech WT
2853,CA,30,800,110,0,Ground-Based Mech WT
2854,CA,30,800,120,0,Ground-Based Mech WT
2855,CA,30,800,130,0,Ground-Based Mech WT
2856,CA,30,800,140,0,Ground-Based Mech WT
2857,CA,30,800,150,0,Ground-Based Mech WT
2858,CA,30,800,160,0,Ground-Based Mech WT
2859,CA,30,800,170,0,Ground-Based Mech WT
2860,CA,30,800,180,0,Ground-Based Mech WT
2861,CA,30,800,190,0,Ground-Based Mech WT
2862,CA,30,900,20,0,Ground-Based Mech WT
2863,CA,30,900,30,0,Ground-Based Mech WT
2864,CA,30,900,40,0,Ground-Based Mech WT
2865,CA,30,900,50,0,Ground-Based Mech WT
2866,CA,30,900,60,0,Ground-Based Mech WT
2867,CA,30,900,70,0,Ground-Based Mech WT
2868,CA,30,900,80,0,Ground-Based Mech WT
2869,CA,30,900,90,0,Ground-Based Mech WT
2870,CA,30,900,100,0,Ground-Based Mech WT
2871,CA,30,900,110,0,Ground-Based Mech WT
2872,CA,30,900,120,0,Ground-Based Mech WT
2873,CA,30,900,130,0,Ground-Based Mech WT
2874,CA,30,900,140,0,Ground-Based Mech WT
2875,CA,30,900,150,0,Ground-Based Mech WT
2876,CA,30,900,160,0,Ground-Based Mech WT
2877,CA,30,900,170,0,Ground-Based Mech WT
2878,CA,30,900,180,0,Ground-Based Mech WT
2879,CA,30,900,190,0,Ground-Based Mech WT
2880,CA,30,1000,20,0,Ground-Based Mech WT
2881,CA,30,1000,30,0,Ground-Based Mech WT
2882,CA,30,1000,40,0,Ground-Based Mech WT
2883,CA,30,1000,50,0,Ground-Based Mech WT
2884,CA,30,1000,60,0,Ground-Based Mech WT
2885,CA,30,1000,70,0,Ground-Based Mech WT
2886,CA,30,1000,80,0,Ground-Based Mech WT
2887,CA,30,1000,90,0,Ground-Based Mech WT
2888,CA,30,1000,100,0,Ground-Based Mech WT
2889,CA,30,1000,110,0,Ground-Based Mech WT
2890,CA,30,1000,120,0,Ground-Based Mech WT
2891,CA,30,1000,130,0,Ground-Based Mech WT
2892,CA,30,1000,140,0,Ground-Based Mech WT
2893,CA,30,1000,150,0,Ground-Based Mech WT
2894,CA,30,1000,160,0,Ground-Based Mech WT
2895,CA,30,1000,170,0,Ground-Based Mech WT
2896,CA,30,1000,180,0,Ground-Based Mech WT
2897,CA,30,1000,190,0,Ground-Based Mech WT
2898,CA,30,1100,20,0,Ground-Based Mech WT
2899,CA,30,1100,30,0,Ground-Based Mech WT
2900,CA,30,1100,40,0,Ground-Based Mech WT
2901,CA,30,1100,50,0,Ground-Based Mech WT
2902,CA,30,1100,60,0,Ground-Based Mech WT
2903,CA,30,1100,70,0,Ground-Based Mech WT
2904,CA,30,1100,80,0,Ground-Based Mech WT
2905,CA,30,1100,90,0,Ground-Based Mech WT
2906,CA,30,1100,100,0,Ground-Based Mech WT
2907,CA,30,1100,110,0,Ground-Based Mech WT
2908,CA,30,1100,120,0,Ground-Based Mech WT
2909,CA,30,1100,130,0,Ground-Based Mech WT
2910,CA,30,1100,140,0,Ground-Based Mech WT
2911,CA,30,1100,150,0,Ground-Based Mech WT
2912,CA,30,1100,160,0,Ground-Based Mech WT
2913,CA,30,1100,170,0,Ground-Based Mech WT
2914,CA,30,1100,180,0,Ground-Based Mech WT
2915,CA,30,1100,190,0,Ground-Based Mech WT
2916,CA,30,1200,20,0,Ground-Based Mech WT
2917,CA,30,1200,30,0,Ground-Based Mech WT
2918,CA,30,1200,40,0,Ground-Based Mech WT
2919,CA,30,1200,50,0,Ground-Based Mech WT
2920,CA,30,1200,60,0,Ground-Based Mech WT
2921,CA,30,1200,70,0,Ground-Based Mech WT
2922,CA,30,1200,80,0,Ground-Based Mech WT
2923,CA,30,1200,90,0,Ground-Based Mech WT
2924,CA,30,1200,100,0,Ground-Based Mech WT
2925,CA,30,1200,110,0,Ground-Based Mech WT
2926,CA,30,1200,120,0,Ground-Based Mech WT
2927,CA,30,1200,130,0,Ground-Based Mech WT
2928,CA,30,1200,140,0,Ground-Based Mech WT
2929,CA,30,1200,150,0,Ground-Based Mech WT
2930,CA,30,1200,160,0,Ground-Based Mech WT
2931,CA,30,1200,170,0,Ground-Based Mech WT
2932,CA,30,1200,180,0,Ground-Based Mech WT
2933,CA,30,1200,190,0,Ground-Based Mech WT
2934,CA,30,1300,20,0,Ground-Based Mech WT
2935,CA,30,1300,30,0,Ground-Based Mech WT
2936,CA,30,1300,40,0,Ground-Based Mech WT
2937,CA,30,1300,50,0,Ground-Based Mech WT
2938,CA,30,1300,60,0,Ground-Based Mech WT
2939,CA,30,1300,70,0,Ground-Based Mech WT
2940,CA,30,1300,80,0,Ground-Based Mech WT
2941,CA,30,1300,90,0,Ground-Based Mech WT
2942,CA,30,1300,100,0,Ground-Based Mech WT
2943,CA,30,1300,110,0,Ground-Based Mech WT
2944,CA,30,1300,120,0,Ground-Based Mech WT
2945,CA,30,1300,130,0,Ground-Based Mech WT
2946,CA,30,1300,140,0,Ground-Based Mech WT
2947,CA,30,1300,150,0,Ground-Based Mech WT
2948,CA,30,1300,160,0,Ground-Based Mech WT
2949,CA,30,1300,170,0,Ground-Based Mech WT
2950,CA,30,1300,180,0,Ground-Based Mech WT
2951,CA,30,1300,190,0,Ground-Based Mech WT
2952,CA,30,1400,20,0,Ground-Based Mech WT
2953,CA,30,1400,30,0,Ground-Based Mech WT
2954,CA,30,1400,40,0,Ground-Based Mech WT
2955,CA,30,1400,50,0,Ground-Based Mech WT
2956,CA,30,1400,60,0,Ground-Based Mech WT
2957,CA,30,1400,70,0,Ground-Based Mech WT
2958,CA,30,1400,80,0,Ground-Based Mech WT
2959,CA,30,1400,90,0,Ground-Based Mech WT
2960,CA,30,1400,100,0,Ground-Based Mech WT
2961,CA,30,1400,110,0,Ground-Based Mech WT
2962,CA,30,1400,120,0,Ground-Based Mech WT
2963,CA,30,1400,130,0,Ground-Based Mech WT
2964,CA,30,1400,140,0,Ground-Based Mech WT
2965,CA,30,1400,150,0,Ground-Based Mech WT
2966,CA,30,1400,160,0,Ground-Based Mech WT
2967,CA,30,1400,170,0,Ground-Based Mech WT
2968,CA,30,1400,180,0,Ground-Based Mech WT
2969,CA,30,1400,190,0,Ground-Based Mech WT
2970,CA,30,1500,20,0,Ground-Based Mech WT
2971,CA,30,1500,30,0,Ground-Based Mech WT
2972,CA,30,1500,40,0,Ground-Based Mech WT
2973,CA,30,1500,50,0,Ground-Based Mech WT
