"gid","bus_number","bus_name","long_name","voltage","bus_type","area","county","state","loc_code","source","entity_id","layer_id","the_geom"
5487,35204,"ZONDWD","35204_ZONDWD",60,"LOAD","PG AND E","Alameda","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206809,2345,"0101000020E61000002FC1A90F246C5EC06EC328081EDF4240"
6113,38052,"BIGGS","38052_BIGGS",60,"LOAD","PG AND E","Butte","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207444,2345,"0101000020E610000036CCD078226C5EC06EA5D76663BB4340"
3923,31640,"TRES VIS","31640_TRES VIS",60,"LOAD","PG AND E","Butte","CA","1","Previously Mapped Substation; Aerial Imagery",1205235,2345,"0101000020E6100000FEB7921D1B6C5EC02C62D8614CBE4340"
5701,36043,"RSVTN RD","36043_RSVTN RD",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207023,2345,"0101000020E61000001AE1ED41086C5EC07B2E5393E04F4240"
4133,32086,"KNGHTSLJ","32086_KNGHTSLJ",60,"LOAD","PG AND E","Sutter","CA","3","Previously Mapped Substation; Ventyx Research",1205445,2345,"0101000020E61000002F505260016C5EC0CBD6FA22A1654340"
5688,36030,"BRNDA J2","36030_BRNDA J2",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207010,2345,"0101000020E61000003DD68C0C726B5EC0029B73F04C584240"
4525,33054,"BALFOUR","33054_BALFOUR",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205838,2345,"0101000020E6100000596ABDDF686B5EC070B20DDC81F64240"
4537,33082,"BALFRJCT","33082_BALFRJCT",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205850,2345,"0101000020E6100000C6A2E9EC646B5EC0FE65F7E461F74240"
4259,32338,"BARRY","32338_BARRY",60,"LOAD","PG AND E","Sutter","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205571,2345,"0101000020E6100000396403E9626B5EC04D2F3196E98B4340"
5494,35211,"ALTAMONT","35211_ALTAMONT",60,"LOAD","PG AND E","Alameda","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206816,2345,"0101000020E610000086E464E2566B5EC081B1BE81C9DF4240"
3924,31642,"PEACHTON","31642_PEACHTON",60,"LOAD","PG AND E","Butte","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205236,2345,"0101000020E61000008335CEA6236B5EC062A2410A9EB44340"
5483,35200,"SEAWEST","35200_SEAWEST",60,"LOAD","PG AND E","Alameda","CA","4","Ventyx Research",1206805,2345,"0101000020E61000009065C1C41F6B5EC090BFB4A84FE04240"
6114,38054,"GRIDLEY","38054_GRIDLEY",60,"LOAD","PG AND E","Butte","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207445,2345,"0101000020E610000074CE4F711C6B5EC01616DC0F78B24340"
3921,31636,"BURNEY","31636_BURNEY",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205233,2345,"0101000020E6100000FC8A355CE46A5EC056BABBCE86704440"
4257,32334,"LIVE OAK","32334_LIVE OAK",60,"LOAD","PG AND E","Sutter","CA","1","Previously Mapped Substation; Aerial Imagery",1205569,2345,"0101000020E610000034D8D479546A5EC0C537143E5BA34340"
4255,32332,"PEASE","32332_PEASE",60,"LOAD","PG AND E","Sutter","CA","1","Previously Mapped Substation; Aerial Imagery",1205567,2345,"0101000020E61000004D4EED0C536A5EC0DECCE847C3954340"
4252,32326,"ENCL TAP","32326_ENCL TAP",60,"LOAD","PG AND E","Sutter","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205564,2345,"0101000020E6100000200C3CF71E6A5EC0B4739A05DA9F4340"
5500,35218,"FLOWIND1","35218_FLOWIND1",60,"LOAD","PG AND E","Alameda","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206822,2345,"0101000020E6100000F209D9791B6A5EC08237A45181E14240"
4128,32081,"DIST1500","32081_DIST1500",60,"LOAD","PG AND E","Sutter","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205440,2345,"0101000020E61000009EEDD11BEE695EC0D09D60FF75644340"
5706,36048,"B.VSTA J","36048_B.VSTA J",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207028,2345,"0101000020E610000018EB1B98DC695EC0E61F7D93A64F4240"
5707,36049,"BNA VSTA","36049_BNA VSTA",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207029,2345,"0101000020E6100000FC6D4F90D8695EC0656D533C2E4E4240"
5704,36046,"FREXP JT","36046_FREXP JT",60,"LOAD","PG AND E","Monterey","CA","4","Ventyx Research",1207026,2345,"0101000020E610000031276893C3695EC0963E74417D534240"
5685,36027,"SALINAS1","36027_SALINAS1",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207007,2345,"0101000020E61000003221E692AA695EC017D9CEF753574240"
5708,36050,"FIRESTNE","36050_FIRESTNE",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207030,2345,"0101000020E6100000F6B4C35F93695EC05E83BEF4F64B4240"
4260,32340,"TUDOR","32340_TUDOR",60,"LOAD","PG AND E","Sutter","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205572,2345,"0101000020E6100000C59107228B695EC0AD307DAF21824340"
4251,32324,"HARTER","32324_HARTER",60,"LOAD","PG AND E","Sutter","CA","1","Previously Mapped Substation; Aerial Imagery",1205563,2345,"0101000020E61000000ED76A0F7B695EC09DF2E84658924340"
3967,31718,"TBLE MTN","31718_TBLE MTN",60,"LOAD","PG AND E","Butte","CA","1","Previously Mapped Substation; Aerial Imagery",1205279,2345,"0101000020E6100000293E3E213B695EC0C504357C0BC74340"
4253,32328,"YBA CTYJ","32328_YBA CTYJ",60,"LOAD","PG AND E","Sutter","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1205565,2345,"0101000020E6100000E9EE3A1BF2685EC0F67AF7C77B914340"
4234,32300,"GLEAF2","32300_GLEAF2",60,"LOAD","PG AND E","Sutter","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1205546,2345,"0101000020E610000086747808E3685EC07DAD4B8DD0914340"
4785,33672,"CHRTRWYS","33672_CHRTRWYS",60,"LOAD","PG AND E","Alameda","CA","4","Ventyx Research",1206102,2345,"0101000020E6100000D0B9DBF5D2685EC0C8CEDBD8ECDA4240"
4236,32302,"YUBACITY","32302_YUBACITY",60,"LOAD","PG AND E","Sutter","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1205548,2345,"0101000020E6100000AD174339D1685EC0E5F1B4FCC0914340"
4250,32322,"ENCINAL","32322_ENCINAL",60,"LOAD","PG AND E","Sutter","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205562,2345,"0101000020E6100000E9633E20D0685EC086AFAF75A99F4340"
3960,31704,"CLARK RD","31704_CLARK RD",60,"LOAD","PG AND E","Butte","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205272,2345,"0101000020E61000001C06F357C8685EC0CAC16C020CD74340"
5713,36055,"IND.ACRE","36055_IND.ACRE",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207035,2345,"0101000020E6100000F16261889C685EC0B6D8EDB3CA504240"
5712,36054,"SNBRN JT","36054_SNBRN JT",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207034,2345,"0101000020E61000001E1840F850685EC06022DE3AFF524240"
5676,36015,"GRANT RK","36015_GRANT RK",60,"LOAD","PG AND E","San Benito","CA","1","Previously Mapped Substation; Aerial Imagery",1206998,2345,"0101000020E61000000BD1217024685EC09B5775560B744240"
4855,33776,"SOUTH BY","33776_SOUTH BY",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206172,2345,"0101000020E61000000A80F10C1A685EC04FAF946588E34240"
4854,33775,"TOSCO-PP","33775_TOSCO-PP",60,"LOAD","PG AND E","Contra Costa","CA","4","Ventyx Research",1206171,2345,"0101000020E6100000DD7A4D0F0A685EC0EA58A5F44CE74240"
4851,33772,"B.BTHNY-","33772_B.BTHNY-",60,"LOAD","PG AND E","Contra Costa","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206168,2345,"0101000020E61000006A17D34CF7675EC03B3AAE4676EF4240"
5680,36022,"LGNSTAP","36022_LGNSTAP",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207002,2345,"0101000020E6100000D593F947DF675EC0567E198C115F4240"
5711,36053,"SPENCE","36053_SPENCE",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207033,2345,"0101000020E61000006364C91CCB675EC01D8EAED2DD4B4240"
3959,31702,"MCNE JCT","31702_MCNE JCT",60,"LOAD","PG AND E","Butte","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205271,2345,"0101000020E61000008E5C37A5BC675EC0DA1A118C83C94340"
5678,36018,"BRIGTANO","36018_BRIGTANO",60,"LOAD","PG AND E","Monterey","CA","4","Ventyx Research",1207000,2345,"0101000020E6100000DBDC989EB0675EC0C3802557B1684240"
5675,36014,"GRANT JT","36014_GRANT JT",60,"LOAD","PG AND E","San Benito","CA","1","Previously Mapped Substation; Aerial Imagery",1206997,2345,"0101000020E6100000E12538F581675EC000FF942A51724240"
3957,31694,"BTTE CRK","31694_BTTE CRK",60,"LOAD","PG AND E","Butte","CA","2","Previously Mapped Substation; Previously Mapped Plant; Ventyx Research",1205269,2345,"0101000020E6100000AB93331477675EC04A79AD84EEEE4340"
5681,36023,"GABILAN","36023_GABILAN",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207003,2345,"0101000020E6100000EB6F09C03F675EC09EEE3CF19C5D4240"
3958,31696,"CNTRVLLE","31696_CNTRVLLE",60,"LOAD","PG AND E","Butte","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1205270,2345,"0101000020E61000000801F9122A675EC0E86A2BF697EF4340"
3956,31692,"DE SABLA","31692_DE SABLA",60,"LOAD","PG AND E","Butte","CA","3","Previously Mapped Substation; Previously Mapped Plant; Regional Maps; Venty",1205268,2345,"0101000020E6100000EB1B98DC28675EC09FE8BAF083F74340"
4130,32083,"DIST1001","32083_DIST1001",60,"LOAD","PG AND E","Sutter","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205442,2345,"0101000020E61000006286C61341665EC09F008A9125654340"
5714,36056,"9 ST JCT","36056_9 ST JCT",60,"LOAD","PG AND E","Monterey","CA","4","Ventyx Research",1207036,2345,"0101000020E61000009413ED2AA4655EC0FC1A498270474240"
4850,33770,"HERDLYN","33770_HERDLYN",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1206167,2345,"0101000020E61000007555A01683655EC014CB2DAD86E84240"
4249,32320,"MRYSVLLE","32320_MRYSVLLE",60,"LOAD","PG AND E","Yuba","CA","1","Previously Mapped Substation; Aerial Imagery",1205561,2345,"0101000020E610000066321CCF67655EC046D09849D4914340"
4858,33782,"WEST SDE","33782_WEST SDE",60,"LOAD","PG AND E","Contra Costa","CA","4","Ventyx Research",1206175,2345,"0101000020E6100000BD361B2B31655EC0850838842AE94240"
5984,37507,"TCY TER1","37507_TCY TER1",34.5,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1207310,2345,"0101000020E61000000CE8853B17655EC01AA6B6D441E64240"
3927,31648,"ELGN JCT","31648_ELGN JCT",60,"LOAD","PG AND E","Butte","CA","2","Previously Mapped Substation; Previously Mapped Plant; Street Address",1205239,2345,"0101000020E61000002733DE567A645EC0369204E10ABE4340"
8695,45513,"TUNNEL","45513_TUNNEL",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1210044,2345,"0101000020E610000028D3687231645EC074EACA6779F64440"
8696,45514,"TUNNELTP","45514_TUNNELTP",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1210045,2345,"0101000020E610000044334FAE29645EC05D4E098849F84440"
4861,33802,"TESLA 2T","33802_TESLA 2T",13.8,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206178,2345,"0101000020E61000008011346612645EC02CF015DD7ADB4240"
3929,31651,"OROENEGY","31651_OROENEGY",60,"LOAD","PG AND E","Butte","CA","2","Previously Mapped Substation; Previously Mapped Plant; Street Address",1205241,2345,"0101000020E6100000ED461FF301645EC0A4FB3905F9BF4340"
3931,31654,"APT ORVC","31654_APT ORVC",60,"LOAD","PG AND E","Butte","CA","1","Previously Mapped Substation; Aerial Imagery",1205243,2345,"0101000020E61000003F912749D7635EC0A5F3E15982C04340"
5709,36051,"SPNCE J1","36051_SPNCE J1",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207031,2345,"0101000020E6100000A032FE7DC6635EC0FED30D14784F4240"
3918,31630,"HAT CRK1","31630_HAT CRK1",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1205230,2345,"0101000020E61000002A1BD65416635EC07C60C77F81764440"
3919,31632,"HAT CRK2","31632_HAT CRK2",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1205231,2345,"0101000020E6100000EE409DF2E8625EC04EB51666A1794440"
4263,32344,"PLUMAS","32344_PLUMAS",60,"LOAD","PG AND E","Yuba","CA","1","Previously Mapped Substation; Aerial Imagery",1205575,2345,"0101000020E610000062F9F36DC1625EC05F0A0F9A5D834340"
4262,32342,"E.NICOLS","32342_E.NICOLS",60,"LOAD","PG AND E","Sutter","CA","1","Previously Mapped Substation; Aerial Imagery",1205574,2345,"0101000020E6100000D8D825AAB7625EC0A73E90BC73744340"
8519,45336,"MERILJCT","45336_MERILJCT",69,"LOAD","NORTHWEST","Siskiyou","CA","4","Ventyx Research",1209868,2345,"0101000020E61000003D450E1137625EC0F4328AE596FC4440"
4539,33084,"BXLR_TAP","33084_BXLR_TAP",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1205852,2345,"0101000020E61000002786E464E2615EC09E245D33F9F84240"
4856,33778,"MDL_RIVR","33778_MDL_RIVR",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206173,2345,"0101000020E610000041649126DE615EC0A4DE5339EDF74240"
4526,33055,"BIXLER","33055_BIXLER",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1205839,2345,"0101000020E6100000793E03EACD615EC0FAB31F2922F94240"
3932,31656,"PALERMO","31656_PALERMO",60,"LOAD","PG AND E","Butte","CA","1","Previously Mapped Substation; Aerial Imagery",1205244,2345,"0101000020E6100000931E865627615EC04F7974232CBA4340"
4237,32305,"CATLETJT","32305_CATLETJT",60,"LOAD","PG AND E","Sutter","CA","1","Previously Mapped Substation; Aerial Imagery",1205549,2345,"0101000020E6100000944C4EED0C615EC0AEB7CD5488674340"
5945,37208,"STA. D 1","37208_STA. D 1",22,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207271,2345,"0101000020E61000007903CC7C07605EC0488B338639494340"
3917,31628,"PIT 1","31628_PIT 1",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1205229,2345,"0101000020E61000008EE733A0DE5F5EC07DB08C0DDD7E4440"
5980,37403,"STA. A 3","37403_STA. A 3",12,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207306,2345,"0101000020E61000002FDCB930D25F5EC09CC3B5DAC34A4340"
6027,37584,"TRACYPP2","37584_TRACYPP2",13.8,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1207356,2345,"0101000020E610000090DC9A745B5F5EC097E2AAB2EFDA4240"
5940,37123,"NATOMAS","37123_NATOMAS",69,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207266,2345,"0101000020E6100000007157AF225F5EC063D4B5F63E534340"
4786,33673,"CAL CEDA","33673_CAL CEDA",60,"LOAD","PG AND E","San Joaquin","CA","4","Ventyx Research",1206103,2345,"0101000020E61000008159A148F75E5EC00EF3E505D8E94240"
5981,37407,"STA. B 1","37407_STA. B 1",12,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207307,2345,"0101000020E610000017D4B7CCE95E5EC01BD7BFEB33494340"
4857,33780,"MCD_ISLE","33780_MCD_ISLE",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206174,2345,"0101000020E6100000C23577F4BF5E5EC0D0285DFA97FE4240"
5921,37103,"ELVERTA1","37103_ELVERTA1",69,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207247,2345,"0101000020E6100000910C39B69E5E5EC041F163CC5D5B4340"
5953,37216,"SO CITY1","37216_SO CITY1",22,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207279,2345,"0101000020E610000072E0D572675E5EC094347F4C6B414340"
5944,37205,"NORTHCT2","37205_NORTHCT2",22,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207270,2345,"0101000020E6100000C66B5ED5595E5EC0E9D32AFA434B4340"
4820,33723,"NEW HOPE","33723_NEW HOPE",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206137,2345,"0101000020E61000009F8EC70C545E5EC0B325AB22DC1C4340"
5933,37116,"POCKET 1","37116_POCKET 1",69,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207259,2345,"0101000020E610000075CB0EF10F5E5EC0732A1900AA3E4340"
5942,37203,"MID CTY2","37203_MID CTY2",22,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207268,2345,"0101000020E61000002F6EA301BC5D5EC0554D10751F484340"
5936,37119,"SRWTP","37119_SRWTP",69,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207262,2345,"0101000020E61000004AB89047705D5EC082ACA7565F394340"
5716,36060,"GONZALES","36060_GONZALES",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207038,2345,"0101000020E6100000FF5E0A0F9A5C5EC0E9482EFF21414240"
8693,45511,"TULELAKE","45511_TULELAKE",69,"LOAD","NORTHWEST","Modoc","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1210042,2345,"0101000020E6100000B1170AD80E5C5EC0242713B70AF84440"
5952,37215,"EASTCTY2","37215_EASTCTY2",22,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207278,2345,"0101000020E6100000546F0D6C955B5EC08D7F9F71E1464340"
4248,32318,"BRWNS VY","32318_BRWNS VY",60,"LOAD","PG AND E","Yuba","CA","1","Previously Mapped Substation; Aerial Imagery",1205560,2345,"0101000020E6100000E4BF4010205B5EC0AEB9A3FFE59C4340"
4817,33720,"TERMNOUS","33720_TERMNOUS",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206134,2345,"0101000020E61000009850C1E1055B5EC0193C4CFBE60E4340"
4270,32351,"WHTLNDAL","32351_WHTLNDAL",60,"LOAD","PG AND E","Yuba","CA","1","Previously Mapped Substation; Aerial Imagery",1205582,2345,"0101000020E610000021753BFBCA5A5EC0548F34B8AD814340"
5926,37109,"HURLEY 2","37109_HURLEY 2",69,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207252,2345,"0101000020E6100000E4BD6A65C25A5EC08F1A13622E4B4340"
6032,37600,"REP","37600_REP",60,"LOAD","PG AND E","Placer","CA","4","Ventyx Research",1207363,2345,"0101000020E61000004C530438BD5A5EC06B2920ED7F5E4340"
4847,33764,"CARBONA","33764_CARBONA",60,"LOAD","PG AND E","San Joaquin","CA","1","Previously Mapped Substation; Aerial Imagery",1206164,2345,"0101000020E610000044C02154A95A5EC0B1A71DFE9AD84240"
4247,32316,"YUBAGOLD","32316_YUBAGOLD",60,"LOAD","PG AND E","Yuba","CA","3","Previously Mapped Substation; Company Maps; Ventyx Research",1205559,2345,"0101000020E6100000B37E33315D5A5EC098E0D40792994340"
3933,31658,"BANGOR","31658_BANGOR",60,"LOAD","PG AND E","Butte","CA","1","Previously Mapped Substation; Aerial Imagery",1205245,2345,"0101000020E6100000B456B439CE595EC051853FC39BB14340"
4819,33722,"NW HPE J","33722_NW HPE J",60,"LOAD","PG AND E","San Joaquin","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206136,2345,"0101000020E610000025E82FF488595EC0B18BA2073E184340"
4844,33760,"BNTA JCT","33760_BNTA JCT",60,"LOAD","PG AND E","San Joaquin","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206161,2345,"0101000020E61000009351651877595EC050FEEE1D35DA4240"
8694,45512,"TULELTAP","45512_TULELTAP",69,"LOAD","NORTHWEST","Modoc","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1210043,2345,"0101000020E61000003830B95164595EC038F4160FEFF74440"
8697,45515,"TURKEYHL","45515_TURKEYHL",69,"LOAD","NORTHWEST","Modoc","CA","3","Previously Mapped Substation; Company Maps; Ventyx Research",1210046,2345,"0101000020E6100000E3361AC05B595EC0B20E4757E9FC4440"
5930,37113,"MCCLELLN","37113_MCCLELLN",69,"LOAD","PG AND E","Sacramento","CA","1","Previously Mapped Substation; Aerial Imagery",1207256,2345,"0101000020E61000008CF678211D595EC0D3DA34B6D7564340"
4845,33762,"LYOTH-SP","33762_LYOTH-SP",60,"LOAD","PG AND E","San Joaquin","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206162,2345,"0101000020E6100000E36E10AD15595EC0C24D469561DC4240"
